TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
a_a002210,A03,a002210,2;21;22;23;27;,2022-09-20,2022-09-22,자가용,,2;21;22;23;27;,2;6;27
a_a017691,A03,a017691,1;26;4;,2022-11-10,2022-11-11,,,1;26;4;,1;22;26
a_a008405,A03,a008405,1;2;22;,2022-10-16,2022-10-17,대중교통 등,,1;2;22;,2;22;1
a_a002253,A03,a002253,22;25;,2022-10-02,2022-10-04,자가용,,22;25;,25;2;1
a_a006270,A01,a006270,2;,2022-10-16,2022-10-17,,수도권 거주 39세 이하 3인 이상 친구,2;,1;22;24
a_a008325,A03,a008325,1;3;6;9;13;28;,2022-10-29,2022-11-01,대중교통 등,,1;3;6;9;13;28;,13;28;3
a_a011200,A03,a011200,1;11;22;5;,2022-10-22,2022-10-24,대중교통 등,,1;11;22;5;,5;9;22
a_a006626,A01,a006626,6;21;26;22;,2022-10-14,2022-10-15,대중교통 등,,6;21;26;22;,6;21;13
a_a003667,A03,a003667,3;6;,2022-09-29,2022-10-01,자가용,,3;6;,3;6;24
a_a005154,A03,a005154,21;22;24;,2022-10-14,2022-10-15,,,21;22;24;,3;22;21
a_a002269,A02,a002269,1;11;22;6;,2022-09-17,2022-09-18,자가용,수도권 거주 40세 이상 자녀 동반,1;11;22;6;,11;22;1
a_a002441,A03,a002441,23;24;3;4;,2022-09-27,2022-09-29,대중교통 등,,23;24;3;4;,23;24;3
a_a002991,A03,a002991,1;2;22;3;6;,2022-09-25,2022-09-26,자가용,,1;2;22;3;6;,22;6;1
a_a007294,A01,a007294,3;4;6;,2022-10-25,2022-10-26,,,3;4;6;,3;6;4
a_a008110,A03,a008110,2;3;6;,2022-10-26,2022-10-28,자가용,수도권 거주 39세 이하 자녀 동반,2;3;6;,2;22;11
a_a007596,A03,a007596,1;2;22;24;,2022-10-19,2022-10-20,,수도권 거주 39세 이하 커플,1;2;22;24;,2;22;11
b_b006688,A01,b006688,11;2;5;6;9;,2022-10-09,2022-10-10,자가용,,11;2;5;6;9;,2;11;24
a_a009697,A03,a009697,1;21;22;5;6;,2022-11-08,2022-11-10,대중교통 등,,1;21;22;5;6;,21;6;12
a_a003385,A01,a003385,2;4;5;8;9;,2022-10-29,2022-10-30,자가용,수도권 거주 39세 이하 커플,2;4;5;8;9;,4;1;26
a_a010977,A03,a010977,1;2;3;4;5;,2022-10-31,2022-11-01,자가용,,1;2;3;4;5;,2;28;27
a_a006644,A03,a006644,1;6;,2022-10-10,2022-10-11,자가용,,1;6;,1;6;21
a_a005647,A01,a005647,3;4;6;24;,2022-10-03,2022-10-04,,,3;4;6;24;,3;24;4
a_a004256,A03,a004256,12;22;24;26;3;,2022-10-04,2022-10-06,자가용,,12;22;24;26;3;,22;26;12
a_a006049,A02,a006049,5;,2022-10-22,2022-10-23,자가용,,5;,5;24;21
d_d000936,A03,d000936,1;2;3;4;6;,2022-09-25,2022-09-26,대중교통 등,39세 이하 부모 동반 여행,1;2;3;4;6;,3;6;22
b_b007934,A03,b007934,2;21;26;,2022-10-15,2022-10-16,,,2;21;26;,21;2;26
a_a000997,A01,a000997,1;21;3;6;9;,2022-09-06,2022-09-09,자가용,,1;21;3;6;9;,3;23;1
a_a001676,A01,a001676,11;21;6;,2022-09-25,2022-09-27,대중교통 등,,11;21;6;,21;11;6
a_a002866,A03,a002866,1;3;4;6;9;,2022-10-02,2022-10-03,대중교통 등,수도권 거주 40세 이상 커플,1;3;4;6;9;,3;6;12
a_a004205,A03,a004205,2;3;6;9;,2022-10-01,2022-10-02,대중교통 등,수도권 거주 39세 이하 커플,2;3;6;9;,2;9;6
a_a003290,A03,a003290,1;2;3;4;5;,2022-09-25,2022-09-26,자가용,수도권 거주 39세 이하 커플,1;2;3;4;5;,3;24;28
a_a004031,A03,a004031,8;,2022-09-28,2022-10-01,자가용,,8;,8;21;22
a_a018114,A03,a018114,3;,2022-11-13,2022-11-14,,,3;,3;22;24
a_a000817,A01,a000817,2;3;4;6;7;,2022-08-30,2022-09-01,대중교통 등,,2;3;4;6;7;,3;6;22
a_a002502,A01,a002502,23;,2022-09-22,2022-09-25,대중교통 등,,23;,23;6;4
a_a000344,A03,a000344,5;8;,2022-08-19,2022-08-21,자가용,수도권 거주 40세 이상 3인 이상 친구,5;8;,8;5;11
a_a009770,A02,a009770,10;21;4;,2022-10-29,2022-11-01,대중교통 등,,10;21;4;,1;4;21
a_a005785,A03,a005785,1;13;3;4;6;,2022-10-03,2022-10-04,자가용,,1;13;3;4;6;,1;22;24
a_a001306,A01,a001306,1;22;28;6;7;,2022-08-26,2022-08-29,대중교통 등,,1;22;28;6;7;,7;6;28
a_a002104,A01,a002104,22;23;4;6;,2022-09-14,2022-09-16,대중교통 등,,22;23;4;6;,6;22;4
a_a001356,A01,a001356,1;22;23;26;6;,2022-08-27,2022-08-29,대중교통 등,,1;22;23;26;6;,6;26;5
a_a008194,A03,a008194,1;2;22;6;7;,2022-10-14,2022-10-15,자가용,수도권 거주 39세 이하 커플,1;2;22;6;7;,2;22;26
a_a017706,A01,a017706,22;6;,2022-11-12,2022-11-13,,,22;6;,6;22;1
a_a018094,A03,a018094,1;2;21;22;24;,2022-11-13,2022-11-14,,수도권 거주 39세 이하 커플,1;2;21;22;24;,24;21;4
a_a006816,A03,a006816,13;,2022-10-15,2022-10-16,,,13;,13;3;1
a_a007639,A03,a007639,1;27;3;6;9;,2022-10-21,2022-10-22,,,1;27;3;6;9;,3;21;27
a_a010043,A01,a010043,4;6;7;9;21;22;24;26;,2022-10-29,2022-10-31,대중교통 등,,4;6;7;9;21;22;24;26;,9;4;7
a_a011368,A01,a011368,1;3;,2022-10-28,2022-10-30,대중교통 등,수도권 외 거주 39세 이하 커플,1;3;,1;3;22
a_a017882,A03,a017882,1;9;,2022-11-12,2022-11-13,,수도권 거주 40세 이상 부모 동반,1;9;,6;1;9
a_a005239,A03,a005239,11;21;27;3;6;,2022-10-01,2022-10-02,자가용,,11;21;27;3;6;,3;6;27
a_a001493,A03,a001493,1;21;22;23;26;,2022-08-25,2022-08-27,자가용,,1;21;22;23;26;,1;21;22
a_a002212,A01,a002212,1;22;23;27;4;,2022-09-09,2022-09-11,자가용,,1;22;23;27;4;,23;27;1
a_a001869,A03,a001869,13;2;21;22;27;,2022-09-15,2022-09-16,대중교통 등,,13;2;21;22;27;,3;13;21
a_a002596,A03,a002596,1;11;23;,2022-10-01,2022-10-03,자가용,수도권 거주 39세 이하 자녀 동반,1;11;23;,23;11;1
a_a011203,A03,a011203,22;24;3;4;6;,2022-10-29,2022-10-31,자가용,,22;24;3;4;6;,4;22;26
a_a000828,A03,a000828,21;22;23;24;26;,2022-09-03,2022-09-05,자가용,,21;22;23;24;26;,23;22;2
a_a001052,A03,a001052,2;21;22;5;8;,2022-08-25,2022-08-27,자가용,,2;21;22;5;8;,5;8;2
a_a006255,A03,a006255,1;,2022-10-23,2022-10-24,대중교통 등,,1;,1;4;7
a_a014278,A02,a014278,1;2;3;4;9;,2022-10-31,2022-11-02,대중교통 등,수도권 거주 39세 이하 커플,1;2;3;4;9;,1;5;23
a_a001861,A01,a001861,2;22;23;25;4;,2022-09-15,2022-09-17,대중교통 등,,2;22;23;25;4;,25;11;23
a_a010346,A01,a010346,6;1;22;4;21;,2022-10-20,2022-10-22,대중교통 등,,6;1;22;4;21;,3;6;4
a_a018103,A02,a018103,1;4;,2022-11-13,2022-11-14,,,1;4;,1;4;21
a_a017502,A01,a017502,26;,2022-11-11,2022-11-12,,,26;,22;26;1
a_a007428,A03,a007428,12;2;22;,2022-10-17,2022-10-18,자가용,수도권 거주 39세 이하 커플,12;2;22;,2;22;12
a_a004524,A03,a004524,24;9;,2022-10-08,2022-10-09,자가용,,24;9;,24;22;2
a_a015257,A01,a015257,22;,2022-10-30,2022-10-31,대중교통 등,,22;,22;6;4
a_a002650,A01,a002650,11;3;4;6;,2022-09-24,2022-09-26,자가용,,11;3;4;6;,3;4;26
a_a004838,A03,a004838,2;22;,2022-10-02,2022-10-04,자가용,,2;22;,2;1;22
a_a007002,A03,a007002,1;2;,2022-10-15,2022-10-16,자가용,,1;2;,2;24;21
a_a001127,A01,a001127,12;2;24;3;4;,2022-08-29,2022-09-01,대중교통 등,,12;2;24;3;4;,12;24;4
a_a015694,A01,a015694,3;11;6;1;22;,2022-11-03,2022-11-07,자가용,,3;11;6;1;22;,3;6;11
a_a015776,A01,a015776,1;12;13;3;5;,2022-11-04,2022-11-07,대중교통 등,수도권 외 거주 39세 이하 커플,1;12;13;3;5;,3;5;2
a_a004768,A03,a004768,3;,2022-10-08,2022-10-09,자가용,수도권 거주 40세 이상 자녀 동반,3;,3;6;9
a_a002992,A01,a002992,21;24;27;7;,2022-10-02,2022-10-03,대중교통 등,,21;24;27;7;,1;24;21
a_a002855,A03,a002855,1;21;22;26;7;,2022-09-23,2022-09-26,대중교통 등,,1;21;22;26;7;,9;22;7
a_a007231,A03,a007231,24;3;4;,2022-10-15,2022-10-16,,,24;3;4;,24;22;7
a_a001037,A03,a001037,21;24;27;8;,2022-08-26,2022-08-29,자가용,수도권 거주 40세 이상 3인 이상 친구,21;24;27;8;,8;24;27
a_a006348,A01,a006348,1;,2022-10-04,2022-10-05,대중교통 등,수도권 외 거주 39세 이하 커플,1;,1;4;26
a_a000187,A03,a000187,2;22;4;6;,2022-08-12,2022-08-16,대중교통 등,수도권 거주 39세 이하 커플,4;,3;4;22
a_a007376,A01,a007376,3;4;1;,2022-10-30,2022-10-31,,,3;4;1;,3;4;1
a_a017982,A03,a017982,1;22;4;,2022-11-11,2022-11-12,,수도권 거주 39세 이하 부부,1;22;4;,1;4;11
a_a013996,A01,a013996,2;22;26;9;,2022-10-29,2022-10-30,자가용,,2;22;26;9;,9;26;2
a_a005553,A02,a005553,24;,2022-10-10,2022-10-11,자가용,,24;,24;26;4
a_a008138,A03,a008138,3;,2022-10-22,2022-10-23,대중교통 등,수도권 거주 40세 이상 커플,3;,3;12;6
a_a007112,A03,a007112,1;3;4;6;,2022-10-14,2022-10-15,대중교통 등,,1;3;4;6;,3;4;1
a_a003075,A03,a003075,8;,2022-10-01,2022-10-03,자가용,수도권 거주 40세 이상 자녀 동반,8;,8;6;24
a_a000152,A01,a000152,1;10;23;4;6;,2022-08-18,2022-08-20,대중교통 등,,1;,4;22;24
a_a000218,A03,a000218,11;,2022-08-20,2022-08-22,자가용,,11;,9;11;2
a_a006800,A03,a006800,2;22;26;3;,2022-10-29,2022-10-30,자가용,,2;22;26;3;,2;22;24
a_a011422,A01,a011422,1;6;,2022-10-23,2022-10-24,대중교통 등,,1;6;,6;1;9
a_a000393,A01,a000393,1;21;22;25;7;,2022-08-27,2022-08-29,대중교통 등,,1;21;22;25;7;,7;24;4
a_a002293,A03,a002293,23;7;,2022-10-03,2022-10-05,자가용,,23;7;,23;1;11
a_a002316,A01,a002316,2;6;8;,2022-09-30,2022-10-04,대중교통 등,,2;6;8;,6;3;22
a_a005188,A01,a005188,1;22;24;3;4;,2022-10-08,2022-10-09,,,1;22;24;3;4;,3;1;7
a_a000029,A01,a000029,22;26;27;5;6;,2022-08-13,2022-08-15,대중교통 등,수도권 외 거주 39세 이하 커플,6;,9;5;6
a_a018234,A03,a018234,6;,2022-11-12,2022-11-13,,,6;,11;1;6
a_a002545,A03,a002545,2;21;22;5;8;,2022-09-29,2022-10-01,자가용,수도권 거주 40세 이상 3인 이상 친구,2;21;22;5;8;,8;22;6
a_a003839,A01,a003839,1;10;3;4;8;,2022-09-30,2022-10-03,대중교통 등,,1;10;3;4;8;,3;11;6
a_a004164,A03,a004164,10;23;26;3;4;,2022-10-07,2022-10-09,대중교통 등,,10;23;26;3;4;,3;1;10
a_a004421,A03,a004421,11;3;4;,2022-10-23,2022-10-24,자가용,수도권 거주 40세 이상 커플,11;3;4;,3;4;1
a_a007261,A03,a007261,22;,2022-10-16,2022-10-17,,,22;,6;26;22
a_a009429,A03,a009429,1;2;,2022-10-21,2022-10-24,자가용,,1;2;,1;23;24
a_a000973,A02,a000973,1;3;4;6;8;,2022-08-19,2022-08-22,자가용,,1;3;4;6;8;,4;23;6
a_a007247,A03,a007247,22;4;,2022-10-22,2022-10-23,,,22;4;,1;9;2
a_a017890,A01,a017890,11;,2022-11-12,2022-11-13,,,11;,6;11;9
a_a003574,A03,a003574,10;2;22;3;4;,2022-09-30,2022-10-04,대중교통 등,수도권 외 거주 39세 이하 커플,10;2;22;3;4;,2;3;9
a_a006995,A03,a006995,12;21;22;3;9;,2022-10-14,2022-10-15,자가용,,12;21;22;3;9;,2;21;22
a_a008102,A03,a008102,1;,2022-10-22,2022-10-23,자가용,,1;,1;4;24
b_b015090,A01,b015090,22;26;4;,2022-11-04,2022-11-05,,,22;26;4;,22;26;6
a_a001671,A01,a001671,1;2;21;22;4;,2022-09-24,2022-09-27,대중교통 등,,1;2;21;22;4;,1;21;23
a_a007777,A03,a007777,2;,2022-10-22,2022-10-23,자가용,,2;,2;6;11
a_a010152,A01,a010152,22;6;,2022-10-23,2022-10-25,대중교통 등,수도권 외 거주 39세 이하 커플,22;6;,6;22;1
c_c004652,A03,c004652,22;4;,2022-10-07,2022-10-08,,,22;4;,2;22;4
a_a006326,A01,a006326,1;22;6;,2022-10-10,2022-10-11,대중교통 등,수도권 거주 39세 이하 커플,1;22;6;,6;1;22
a_a001504,A03,a001504,2;,2022-08-28,2022-08-29,자가용,,2;,2;1;24
a_a007918,A03,a007918,1;2;26;,2022-10-22,2022-10-23,,수도권 거주 39세 이하 커플,1;2;26;,2;1;22
a_a005400,A03,a005400,1;2;21;5;9;,2022-10-27,2022-10-29,대중교통 등,,1;2;21;5;9;,22;1;4
a_a014249,A03,a014249,1;22;23;4;,2022-11-08,2022-11-10,대중교통 등,수도권 거주 39세 이하 부부,1;22;23;4;,23;22;4
a_a008663,A01,a008663,21;22;24;27;28;,2022-10-20,2022-10-23,대중교통 등,,21;22;24;27;28;,28;22;27
a_a001525,A01,a001525,1;22;3;4;6;,2022-09-02,2022-09-05,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;3;4;6;,1;4;6
a_a007271,A03,a007271,6;,2022-10-16,2022-10-17,,,6;,6;11;22
a_a002618,A03,a002618,2;22;24;28;,2022-10-01,2022-10-03,자가용,,2;22;24;28;,27;12;24
a_a010118,A03,a010118,2;22;26;3;6;,2022-10-23,2022-10-25,대중교통 등,,2;22;26;3;6;,2;3;6
a_a006332,A03,a006332,13;,2022-10-15,2022-10-16,자가용,,13;,13;3;21
a_a005347,A01,a005347,26;1;24;27;,2022-10-15,2022-10-16,대중교통 등,,26;1;24;27;,21;23;26
a_a003061,A03,a003061,10;2;22;8;9;,2022-10-01,2022-10-03,자가용,,10;2;22;8;9;,8;9;2
a_a009657,A03,a009657,3;2;1;22;26;27;28;21;24;9;11;10;4;6;12;13;,2022-10-27,2022-10-28,대중교통 등,,3;2;1;22;26;27;28;21;24;9;11;10;4;6;12;13;,2;21;12
a_a005299,A03,a005299,2;22;,2022-10-08,2022-10-10,자가용,,2;22;,2;22;3
a_a007301,A03,a007301,2;,2022-10-15,2022-10-16,,수도권 거주 39세 이하 3인 이상 친구,2;,2;11;22
a_a006201,A03,a006201,25;5;8;,2022-10-14,2022-10-16,자가용,,25;5;8;,25;8;9
a_a000315,A03,a000315,1;27;,2022-08-20,2022-08-21,자가용,수도권 거주 39세 이하 자녀 동반,1;27;,1;27;24
a_a008222,A02,a008222,22;23;24;27;3;,2022-10-17,2022-10-19,대중교통 등,,22;23;24;27;3;,3;6;23
a_a018231,A03,a018231,9;,2022-11-10,2022-11-11,,,9;,9;24;21
a_a005621,A03,a005621,3;4;11;,2022-10-03,2022-10-04,,수도권 거주 40세 이상 자녀 동반,3;4;11;,3;4;11
b_b004527,A03,b004527,1;2;21;6;9;,2022-10-01,2022-10-04,자가용,,1;2;21;6;9;,9;1;26
a_a008027,A01,a008027,1;2;4;6;7;,2022-10-22,2022-10-23,,,1;2;4;6;7;,10;11;1
a_a002198,A03,a002198,22;26;5;,2022-09-09,2022-09-11,대중교통 등,,22;26;5;,2;22;21
a_a017891,A03,a017891,1;2;3;6;9;,2022-11-12,2022-11-13,,,1;2;3;6;9;,6;1;11
a_a004592,A03,a004592,10;27;28;5;9;,2022-10-22,2022-10-24,자가용,,10;27;28;5;9;,9;22;27
a_a008543,A01,a008543,5;6;8;12;9;,2022-10-22,2022-10-24,자가용,,5;6;8;12;9;,6;7;10
a_a001434,A03,a001434,2;21;5;,2022-09-02,2022-09-04,자가용,수도권 거주 39세 이하 3인 이상 친구,2;21;5;,10;2;21
a_a005738,A01,a005738,1;21;4;6;9;,2022-10-08,2022-10-10,자가용,수도권 외 거주 39세 이하 커플,1;21;4;6;9;,9;22;23
a_a009639,A01,a009639,21;22;23;26;27;,2022-11-05,2022-11-06,자가용,,21;22;23;26;27;,22;26;3
a_a002956,A01,a002956,2;22;23;4;,2022-10-01,2022-10-04,대중교통 등,,2;22;23;4;,23;22;21
a_a001716,A01,a001716,1;23;28;6;,2022-09-20,2022-09-22,대중교통 등,,1;23;28;6;,6;3;23
a_a003249,A01,a003249,1;11;2;3;4;,2022-10-12,2022-10-16,대중교통 등,,1;11;2;3;4;,9;11;12
a_a005134,A03,a005134,28;,2022-10-08,2022-10-09,,,28;,28;21;7
a_a003230,A01,a003230,11;22;3;6;,2022-09-24,2022-09-26,대중교통 등,,11;22;3;6;,6;3;22
a_a006541,A03,a006541,2;,2022-10-22,2022-10-23,,,2;,2;6;11
a_a006477,A03,a006477,1;12;22;,2022-10-10,2022-10-11,자가용,수도권 거주 39세 이하 커플,1;12;22;,1;22;24
a_a005520,A03,a005520,1;24;26;27;8;,2022-10-08,2022-10-10,대중교통 등,수도권 거주 39세 이하 3인 이상 친구,1;24;26;27;8;,1;21;27
a_a005200,A01,a005200,1;22;6;9;,2022-10-05,2022-10-06,,,1;22;6;9;,1;3;6
a_a006825,A01,a006825,10;3;4;6;7;,2022-10-10,2022-10-11,자가용,,10;3;4;6;7;,6;4;1
a_a007879,A03,a007879,1;22;26;3;4;,2022-10-16,2022-10-17,자가용,,1;22;26;3;4;,24;4;22
a_a017690,A01,a017690,6;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 3인 이상 친구,6;,6;1;4
a_a009997,A02,a009997,2;22;,2022-10-21,2022-10-22,대중교통 등,,2;22;,2;22;1
a_a007967,A03,a007967,2;,2022-10-29,2022-10-30,,,2;,24;1;2
a_a001910,A02,a001910,2;22;23;4;6;,2022-09-24,2022-09-26,대중교통 등,수도권 외 거주 39세 이하 커플,2;22;23;4;6;,2;4;22
a_a005148,A03,a005148,12;2;21;22;,2022-10-02,2022-10-03,,,12;2;21;22;,2;9;12
a_a011759,A01,a011759,1;2;3;4;5;7;8;13;21;12;11;10;9;6;22;23;24;25;26;27;28;,2022-10-26,2022-10-27,자가용,수도권 거주 39세 이하 커플,1;2;3;4;5;7;8;13;21;12;11;10;9;6;22;23;24;25;26;27;28;,2;4;1
a_a009683,A01,a009683,1;4;6;7;9;,2022-10-28,2022-10-31,대중교통 등,수도권 외 거주 39세 이하 커플,1;4;6;7;9;,4;1;6
a_a007305,A01,a007305,22;27;,2022-10-15,2022-10-16,,,22;27;,22;27;2
a_a001258,A01,a001258,1;2;21;4;9;,2022-08-27,2022-08-29,대중교통 등,,1;2;21;4;9;,1;2;26
a_a010239,A01,a010239,1;22;23;4;6;,2022-10-21,2022-10-23,대중교통 등,,1;22;23;4;6;,23;22;4
a_a002335,A03,a002335,10;,2022-09-25,2022-09-26,자가용,수도권 거주 39세 이하 자녀 동반,10;,2;5;10
a_a000223,A03,a000223,1;,2022-08-29,2022-08-30,자가용,수도권 거주 39세 이하 커플,1;,1;22;24
a_a006796,A01,a006796,22;26;4;6;,2022-10-08,2022-10-09,대중교통 등,수도권 외 거주 39세 이하 커플,22;26;4;6;,3;4;22
a_a009433,A03,a009433,2;22;,2022-10-29,2022-10-31,자가용,수도권 거주 39세 이하 3인 이상 친구,2;22;,2;22;26
a_a017937,A03,a017937,1;21;22;,2022-11-12,2022-11-13,,,1;21;22;,1;6;21
a_a008474,A03,a008474,2;22;23;4;7;,2022-10-30,2022-11-02,대중교통 등,,2;22;23;4;7;,2;23;6
a_a006364,A03,a006364,1;2;22;,2022-10-05,2022-10-06,대중교통 등,수도권 거주 39세 이하 커플,1;2;22;,2;22;1
a_a014732,A03,a014732,4;6;10;22;27;26;2;1;,2022-11-06,2022-11-07,대중교통 등,수도권 거주 39세 이하 커플,4;6;10;22;27;26;2;1;,3;21;22
a_a006304,A01,a006304,6;11;,2022-10-12,2022-10-13,,,6;11;,3;1;6
b_b006969,A03,b006969,22;2;25;,2022-10-10,2022-10-11,,,22;2;25;,1;21;22
a_a001953,A03,a001953,21;22;27;28;,2022-09-20,2022-09-21,대중교통 등,,21;22;27;28;,28;22;27
a_a005623,A03,a005623,2;22;,2022-10-30,2022-10-31,,수도권 거주 39세 이하 부부,2;22;,2;21;9
a_a007719,A03,a007719,1;5;6;,2022-10-30,2022-10-31,대중교통 등,수도권 거주 39세 이하 커플,1;5;6;,5;1;6
a_a002684,A03,a002684,1;24;4;,2022-09-24,2022-09-25,자가용,,1;24;4;,24;21;22
a_a013665,A03,a013665,22;27;5;,2022-10-29,2022-10-30,대중교통 등,,22;27;5;,3;5;27
a_a011596,A03,a011596,1;2;4;6;9;,2022-10-29,2022-10-30,자가용,수도권 거주 39세 이하 부부,1;2;4;6;9;,6;11;24
a_a003123,A03,a003123,5;,2022-10-01,2022-10-03,자가용,수도권 거주 39세 이하 3인 이상 친구,5;,5;24;22
a_a005421,A01,a005421,22;26;3;4;,2022-10-07,2022-10-08,대중교통 등,,22;26;3;4;,26;4;3
a_a006274,A03,a006274,2;,2022-10-09,2022-10-10,,수도권 거주 39세 이하 자녀 동반,2;,3;25;27
a_a008006,A03,a008006,21;22;,2022-10-20,2022-10-21,,수도권 거주 39세 이하 3인 이상 친구,21;22;,21;22;2
a_a000556,A03,a000556,21;22;24;5;8;,2022-08-19,2022-08-22,자가용,수도권 거주 40세 이상 3인 이상 친구,21;22;24;5;8;,22;11;24
a_a006890,A03,a006890,1;27;3;6;,2022-10-24,2022-10-25,대중교통 등,,1;27;3;6;,1;27;4
a_a010181,A01,a010181,1;2;3;4;5;6;7;8;9;10;11;12;13;21;22;23;24;26;27;28;,2022-11-04,2022-11-07,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;3;4;5;6;7;8;9;10;11;12;13;21;22;23;24;26;27;28;,6;3;24
a_a005281,A03,a005281,2;21;23;24;26;,2022-10-08,2022-10-10,자가용,수도권 거주 39세 이하 자녀 동반,2;21;23;24;26;,10;1;24
a_a001615,A01,a001615,1;21;22;3;6;,2022-09-15,2022-09-16,대중교통 등,,1;21;22;3;6;,1;21;6
a_a002303,A03,a002303,22;23;24;,2022-09-18,2022-09-20,자가용,,22;23;24;,10;23;24
a_a011301,A01,a011301,6;23;3;11;,2022-10-27,2022-10-29,자가용,,6;23;3;11;,23;6;1
a_a001065,A03,a001065,1;10;2;22;,2022-08-19,2022-08-20,자가용,,1;10;2;22;,1;11;24
a_a000801,A01,a000801,23;6;,2022-08-20,2022-08-22,대중교통 등,수도권 외 거주 39세 이하 커플,23;6;,23;6;22
a_a011090,A03,a011090,22;4;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 3인 이상 친구,22;4;,10;1;21
a_a007854,A01,a007854,1;2;4;,2022-10-29,2022-10-30,자가용,수도권 거주 39세 이하 3인 이상 친구,1;2;4;,1;4;22
a_a015688,A03,a015688,6;1;,2022-10-30,2022-11-01,대중교통 등,,6;1;,5;6;1
a_a006044,A01,a006044,1;6;,2022-10-16,2022-10-17,,,1;6;,6;24;1
a_a006850,A02,a006850,4;3;6;22;,2022-10-10,2022-10-11,자가용,수도권 거주 39세 이하 커플,4;3;6;22;,4;3;6
a_a000483,A01,a000483,1;22;6;,2022-08-26,2022-08-29,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;6;,6;23;21
a_a006376,A01,a006376,1;6;23;,2022-10-29,2022-10-30,자가용,,1;6;23;,6;22;9
a_a000358,A01,a000358,1;22;23;26;6;,2022-08-24,2022-08-26,대중교통 등,,1;22;23;26;6;,1;2;6
a_a008522,A01,a008522,1;6;,2022-10-28,2022-10-30,대중교통 등,수도권 외 거주 39세 이하 커플,1;6;,6;1;4
a_a003227,A03,a003227,21;22;23;3;6;,2022-10-10,2022-10-12,대중교통 등,,21;22;23;3;6;,2;23;26
a_a018102,A02,a018102,3;4;,2022-11-11,2022-11-12,,수도권 거주 40세 이상 부부,3;4;,3;4;21
a_a018056,A03,a018056,22;24;27;3;,2022-11-11,2022-11-12,,,22;24;27;3;,3;22;24
b_b006816,A03,b006816,21;27;11;,2022-10-15,2022-10-16,,,21;27;11;,11;21;27
a_a002001,A03,a002001,22;27;3;,2022-09-08,2022-09-10,대중교통 등,,22;27;3;,3;27;12
a_a006081,A03,a006081,2;22;,2022-10-09,2022-10-10,자가용,,2;22;,6;9;2
a_a018133,A03,a018133,26;,2022-11-13,2022-11-14,,,26;,6;1;26
a_a004797,A01,a004797,21;3;4;,2022-10-08,2022-10-10,대중교통 등,,21;3;4;,3;4;24
a_a001333,A03,a001333,11;24;26;27;4;,2022-08-24,2022-08-28,대중교통 등,수도권 외 거주 39세 이하 3인 이상 친구,11;24;26;27;4;,21;11;2
a_a011721,A01,a011721,1;11;4;6;9;,2022-10-25,2022-10-27,자가용,,1;11;4;6;9;,4;6;11
b_b000146,A03,b000146,12;2;24;3;4;,2022-09-25,2022-09-26,자가용,,2;,3;21;24
a_a004562,A03,a004562,1;11;12;2;22;,2022-10-10,2022-10-12,자가용,,1;11;12;2;22;,2;11;23
a_a003285,A01,a003285,22;,2022-09-25,2022-09-26,자가용,,22;,9;22;5
a_a007391,A03,a007391,21;22;4;6;,2022-10-25,2022-10-26,,수도권 외 거주 39세 이하 3인 이상 친구,21;22;4;6;,22;21;4
a_a002957,A01,a002957,1;2;21;4;5;,2022-09-23,2022-09-27,대중교통 등,,1;2;21;4;5;,2;5;1
a_a017703,A01,a017703,1;22;24;6;,2022-11-11,2022-11-12,,,1;22;24;6;,3;1;22
a_a017922,A03,a017922,2;27;,2022-11-11,2022-11-12,,,2;27;,1;2;26
a_a018137,A03,a018137,1;2;,2022-11-10,2022-11-11,,수도권 거주 39세 이하 커플,1;2;,2;27;21
a_a002857,A03,a002857,10;26;5;,2022-09-23,2022-09-26,자가용,수도권 거주 39세 이하 커플,10;26;5;,22;26;4
a_a002401,A03,a002401,2;22;5;,2022-09-24,2022-09-26,자가용,수도권 거주 39세 이하 커플,2;22;5;,2;5;22
a_a004565,A01,a004565,1;2;3;4;6;,2022-10-09,2022-10-11,대중교통 등,,1;2;3;4;6;,6;1;4
a_a005674,A03,a005674,1;6;,2022-10-04,2022-10-05,,수도권 거주 39세 이하 커플,1;6;,1;6;24
a_a018124,A03,a018124,3;,2022-11-12,2022-11-13,,,3;,3;6;11
a_a014913,A03,a014913,2;21;22;26;27;,2022-10-29,2022-10-30,자가용,,2;21;22;26;27;,2;21;26
a_a005655,A02,a005655,21;22;4;,2022-10-03,2022-10-04,,수도권 거주 39세 이하 커플,21;22;4;,21;4;22
a_a000751,A01,a000751,1;3;4;6;7;,2022-08-26,2022-08-29,대중교통 등,,1;3;4;6;7;,6;21;22
a_a004472,A01,a004472,1;12;27;3;4;,2022-10-01,2022-10-02,대중교통 등,,1;12;27;3;4;,12;28;4
