TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
a004024,41,여,20,5,1,1,2,13,,5,6,2,2,50,50130,42,42210,44,44825,1,4,1,4,6,4,5,7,경기도,경기,2인 여행(가족 외),2022-10-01~2022-10-02,1,8,5,1
d004427,28,남,20,6,1,1,4,10,,2,2,3,4,42,42150,48,48730,30,30110,1,2,3,6,3,5,1,7,인천광역시,도서 지역,2인 여행(가족 외),2022-10-10~2022-10-12,4,,,0
a008658,11,남,40,6,1,2,4,2,,7,7,3,8,42,42210,28,28110,42,42830,2,1,3,5,4,6,3,6,서울특별시,경기,자녀 동반 여행,2022-10-28~2022-10-30,1,2,3,3
a000147,26,여,30,6,1,1,4,3,,4,8,3,4,11,11410,47,47110,48,48310,2,1,6,4,6,3,3,6,부산광역시,서울,2인 여행(가족 외),2022-08-05~2022-08-06,1,3,2,1
a014789,41,여,20,6,1,1,5,12,,1,9,2,1,11,11170,42,42150,41,41460,2,2,2,2,1,3,6,6,경기도,서울,나홀로 여행,2022-11-02~2022-11-02,5,2,1,0
a001129,41,여,30,6,1,1,1,3,,4,,3,2,42,42150,50,50130,42,42170,3,3,5,2,3,2,2,6,경기도,서울,2인 여행(가족 외),2022-08-28~2022-08-29,2,7,1,1
a006374,41,남,20,6,2,1,3,12,,2,4,3,2,50,50110,50,50130,26,26350,6,2,2,2,3,2,1,6,경기도,서울,2인 여행(가족 외),2022-10-09~2022-10-09,1,2,4,1
a009685,26,여,40,5,1,4,4,4,,2,7,3,1,50,50130,11,11230,48,48250,6,3,6,5,6,4,5,4,부산광역시,서울,2인 여행(가족 외),2022-11-01~2022-11-02,4,3,1,1
a002618,28,여,30,5,1,2,2,3,,1,5,2,3,42,42150,41,41830,47,47130,1,1,1,2,1,4,2,6,인천광역시,경기,부모 동반 여행,2022-10-01~2022-10-02,3,2,1,2
a007827,28,남,20,6,2,1,2,12,,1,5,4,1,50,50130,45,45110,41,41130,2,2,2,2,2,2,7,6,인천광역시,경기,2인 여행(가족 외),2022-10-15~2022-10-15,3,7,2,1
b003330,11,남,30,6,1,1,1,3,,4,,2,2,42,42150,50,50110,26,26710,1,1,1,5,5,3,6,7,서울특별시,강원,3인 이상 여행(가족 외),2022-08-19~2022-08-20,3,1,7,5
a004273,41,남,40,6,1,1,2,3,,5,7,4,1,41,41820,41,41570,42,42210,2,4,1,4,4,5,5,7,경기도,경기,2인 여행(가족 외),2022-10-01~2022-10-01,7,1,5,1
a010436,11,남,30,6,1,2,3,3,,4,5,2,1,42,42150,41,41480,41,41630,2,2,6,1,1,2,3,1,서울특별시,경기,자녀 동반 여행,2022-10-23~2022-10-23,3,1,2,5
a001179,11,남,40,5,1,2,4,7,,7,7,3,10,41,41800,41,41250,42,42750,4,4,6,4,2,3,2,5,서울특별시,경기,자녀 동반 여행,2022-08-26~2022-08-28,3,2,1,3
a006030,11,남,40,6,1,2,1,2,,12,,2,2,50,50130,41,41360,41,41110,5,6,3,2,5,5,2,6,서울특별시,경기,2인 가족 여행,2022-10-09~2022-10-09,2,1,5,1
c002932,41,남,20,7,2,1,3,13,,5,11,2,2,42,42230,27,27260,26,26710,2,1,1,1,1,1,1,5,경기도,경기,나홀로 여행,2022-09-21~2022-09-21,1,4,,0
a018052,11,여,30,7,1,1,1,2,,11,,2,3,42,42150,50,50130,26,26500,4,4,2,4,4,2,2,5,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,1,7,,0
a003309,11,여,40,6,1,1,3,4,,4,6,3,4,41,41190,41,41590,28,28237,1,7,5,5,1,5,1,7,서울특별시,경기,나홀로 여행,2022-09-25~2022-09-25,6,1,2,0
a002218,41,남,20,6,2,1,1,3,,1,,3,4,50,50110,42,42830,11,11680,2,2,1,3,4,2,4,4,경기도,서울,2인 여행(가족 외),2022-09-23~2022-09-24,1,3,7,1
a005538,41,남,40,7,1,2,4,1,,4,7,3,4,42,42210,42,42150,42,42230,6,2,2,2,6,6,2,7,경기도,경기,나홀로 여행,2022-10-17~2022-10-17,5,7,1,1
a018201,11,여,60,4,1,3,1,13,,4,,3,5,44,44270,44,44210,28,28177,2,3,5,2,2,6,5,5,서울특별시,경기,자녀 동반 여행,2022-11-12~2022-11-12,1,3,2,4
a003074,11,여,30,7,1,2,3,3,,4,6,2,2,50,50110,50,50130,42,42150,1,1,1,4,5,3,2,7,서울특별시,경기,자녀 동반 여행,2022-09-24~2022-09-24,3,1,7,2
a004575,11,여,50,6,1,2,2,2,,5,8,3,6,50,50130,46,46890,42,42210,2,4,2,2,1,4,6,6,서울특별시,경기,2인 여행(가족 외),2022-10-15~2022-10-15,3,8,1,1
a018190,41,남,30,6,1,1,3,1,,6,12,2,1,42,42150,26,26350,46,46130,6,2,2,4,6,2,5,2,경기도,서울,나홀로 여행,2022-11-10~2022-11-10,1,7,2,0
a000880,41,여,30,6,1,2,3,3,,6,12,1,3,42,42830,50,50130,41,41170,2,3,2,2,1,4,6,2,경기도,경기,3인 이상 여행(가족 외),2022-08-26~2022-08-28,3,2,1,5
a018123,11,여,40,7,3,2,3,2,,2,4,2,1,41,41290,41,41820,42,42210,3,3,4,2,3,5,2,5,서울특별시,경기,자녀 동반 여행,2022-11-12~2022-11-12,3,2,1,2
a000618,28,여,30,7,4,1,2,3,,4,6,2,1,11,11440,50,50130,41,41830,7,2,7,1,1,7,1,7,인천광역시,서울,2인 여행(가족 외),2022-09-06~2022-09-07,3,1,2,1
a003117,11,여,40,6,1,2,2,2,,3,8,3,6,42,42150,42,42110,50,50110,1,4,3,2,2,4,4,6,서울특별시,경기,2인 여행(가족 외),2022-10-02~2022-10-03,1,8,7,1
a007600,11,여,50,5,1,2,4,11,,3,12,3,4,42,42150,42,42210,41,41650,3,4,3,2,1,4,2,6,서울특별시,경기,2인 여행(가족 외),2022-10-13~2022-10-13,2,1,3,1
a006634,11,남,30,5,1,1,1,2,,5,,3,8,46,46150,41,41460,31,31140,2,4,3,4,2,3,2,6,서울특별시,경기,2인 여행(가족 외),2022-10-27~2022-10-27,3,1,5,1
a010210,27,남,20,6,1,1,1,8,,4,,3,3,28,28185,47,47130,48,48310,2,1,1,7,2,7,3,2,대구광역시,인천,나홀로 여행,2022-10-21~2022-10-23,2,1,10,0
a009405,41,남,30,7,1,1,3,4,,5,6,3,2,11,11170,46,46110,42,42210,4,4,3,2,2,4,5,3,경기도,서울,2인 여행(가족 외),2022-10-30~2022-10-30,2,1,4,1
a001584,41,여,20,6,2,1,4,9,,2,12,3,1,50,50130,26,26350,11,11650,6,2,2,2,4,6,5,2,경기도,경기,나홀로 여행,2022-08-29~2022-08-31,7,1,4,0
a004509,11,여,50,6,1,2,3,4,,5,10,2,2,50,50130,42,42830,41,41220,1,4,4,1,1,7,1,7,서울특별시,경기,3인 이상 여행(가족 외),2022-10-01~2022-10-02,3,1,6,2
a002986,41,남,20,5,1,1,4,12,,2,10,1,1,42,42150,50,50130,48,48250,2,2,1,3,2,3,2,3,경기도,서울,나홀로 여행,2022-09-25~2022-09-25,1,6,7,0
a007645,11,여,20,6,1,1,3,3,,6,8,2,2,42,42150,41,41820,28,28710,2,2,2,6,7,4,1,6,서울특별시,경기,2인 여행(가족 외),2022-10-31~2022-10-31,1,5,7,1
a006375,41,여,30,6,1,2,2,3,,4,7,2,2,11,11680,29,29170,41,41110,4,5,2,4,5,6,5,6,경기도,경기,2인 가족 여행,2022-10-22~2022-10-22,1,3,2,1
a001694,41,여,30,8,1,2,2,2,,7,12,2,1,42,42830,41,41820,50,50130,2,1,2,1,1,4,7,4,경기도,경기,3인 이상 여행(가족 외),2022-09-24~2022-09-25,2,7,3,3
a004994,41,여,40,6,1,2,3,1,,6,10,3,3,41,41820,11,11170,42,42150,2,2,2,2,4,6,2,6,경기도,서울,3인 이상 여행(가족 외),2022-09-30~2022-09-30,8,3,7,2
a005034,44,남,20,6,1,1,1,3,,4,,2,1,41,41220,11,11590,48,48840,1,1,2,3,2,2,2,3,충청남도,경기,나홀로 여행,2022-10-02~2022-10-03,8,2,1,0
a018111,11,여,30,7,1,2,2,3,,4,5,3,5,50,50130,42,42150,42,42210,2,2,2,2,5,6,5,6,서울특별시,경기,2인 가족 여행,2022-11-13~2022-11-13,2,1,3,1
a008073,11,남,40,7,1,1,1,3,,6,,2,1,50,50130,26,26260,11,11440,2,2,2,4,6,2,6,3,서울특별시,경기,나홀로 여행,2022-10-22~2022-10-22,2,1,7,0
a002531,11,여,30,6,5,2,2,2,,5,7,2,2,41,41360,41,41650,42,42830,1,1,1,2,6,2,2,6,서울특별시,경기,3인 이상 여행(가족 외),2022-09-24~2022-09-25,2,3,1,3
a014164,11,남,60,6,1,2,4,1,,5,5,2,1,42,42210,42,42170,26,26350,4,4,3,3,5,4,3,6,서울특별시,경기,3대 동반 여행(친척 포함),2022-10-27~2022-10-27,1,8,3,3
a008738,41,여,50,6,2,2,3,11,,1,11,3,2,11,11680,50,50110,42,42150,6,6,2,2,2,6,1,6,경기도,경기,자녀 동반 여행,2022-10-16~2022-10-16,1,2,5,2
b006472,11,남,50,6,1,2,1,2,,6,,2,1,42,42150,47,47130,48,48850,1,2,1,2,3,1,1,6,서울특별시,부산,2인 여행(가족 외),2022-10-07~2022-10-07,1,3,4,1
a003965,11,여,20,6,2,1,1,2,,4,,3,5,42,42150,42,42760,41,41480,2,6,1,4,4,3,2,1,서울특별시,경기,나홀로 여행,2022-10-01~2022-10-01,7,1,4,0
a004370,27,남,30,6,2,1,3,3,,3,7,3,5,26,26350,47,47110,11,11230,4,1,3,3,4,3,2,7,대구광역시,서울,나홀로 여행,2022-10-03~2022-10-05,5,1,7,0
a005855,28,여,30,6,1,2,1,2,,3,,3,3,50,50130,42,42150,46,46130,2,3,4,1,1,4,3,2,인천광역시,서울,나홀로 여행,2022-10-04~2022-10-04,2,6,1,0
a006282,41,여,40,6,1,1,1,3,,5,,3,5,42,42150,50,50130,41,41820,2,4,6,5,4,4,6,6,경기도,서울,나홀로 여행,2022-10-19~2022-10-19,6,4,5,0
a001757,11,남,30,6,1,1,2,3,,3,3,3,8,50,50110,42,42150,26,26710,2,2,5,4,4,6,2,2,서울특별시,경기,2인 여행(가족 외),2022-09-17~2022-09-18,1,3,2,1
a009922,41,여,20,5,1,1,2,12,,1,2,3,2,42,42150,42,42210,26,26170,2,1,2,2,2,1,3,6,경기도,서울,나홀로 여행,2022-10-25~2022-10-25,2,4,3,3
a002378,48,남,20,6,1,1,4,1,,7,12,2,2,48,48270,26,26350,26,26530,6,3,5,7,6,6,5,5,경상남도,서울,나홀로 여행,2022-09-22~2022-09-25,7,8,5,0
a000065,45,여,40,7,4,2,3,2,,3,11,1,1,50,50130,50,50110,45,45770,3,3,3,3,3,3,3,4,전라북도,서울,부모 동반 여행,2022-08-06~2022-08-07,4,1,2,3
a004227,47,남,20,5,1,1,4,3,,3,9,3,4,11,11650,26,26110,27,27260,5,1,1,3,4,1,1,4,경상북도,서울,나홀로 여행,2022-10-01~2022-10-02,2,7,1,0
a006247,41,남,30,7,1,2,3,3,,6,6,3,5,11,11140,50,50130,42,42770,3,2,3,3,2,6,2,3,경기도,서울,3인 이상 여행(가족 외),2022-10-09~2022-10-10,2,9,1,2
a008222,41,남,20,6,4,1,5,4,,1,5,2,1,42,42150,50,50110,28,28140,4,1,1,4,7,4,1,1,경기도,인천,나홀로 여행,2022-10-17~2022-10-18,6,8,1,0
a017971,11,남,40,5,1,2,3,2,,3,6,2,1,42,42230,42,42110,26,26350,4,6,4,3,2,6,6,6,서울특별시,경기,자녀 동반 여행,2022-11-12~2022-11-12,8,3,2,2
a005589,11,남,40,7,1,2,3,2,,6,6,3,2,26,26350,42,42150,50,50110,4,3,3,1,4,6,4,5,서울특별시,경기,자녀 동반 여행,2022-10-16~2022-10-17,3,2,5,2
a017995,11,여,40,6,1,1,1,2,,3,,2,1,42,42210,42,42110,41,41360,4,2,1,1,1,1,7,7,서울특별시,경기,나홀로 여행,2022-11-13~2022-11-13,5,6,10,0
a017967,11,여,40,6,1,2,2,11,,1,7,3,2,42,42150,26,26710,41,41480,1,2,1,1,1,2,1,7,서울특별시,경기,2인 가족 여행,2022-11-12~2022-11-12,1,3,4,1
b006019,11,남,30,5,1,1,4,12,,1,7,2,1,50,50110,26,26350,46,46150,3,2,2,4,3,3,6,4,서울특별시,인천,나홀로 여행,2022-10-11~2022-10-11,7,1,4,0
a001450,41,남,30,6,1,2,2,,3,4,6,3,10,42,42150,26,26350,46,46130,2,2,2,2,3,4,4,6,경기도,경기,2인 가족 여행,2022-09-02~2022-09-03,1,2,7,1
a008348,43,남,20,6,1,1,1,5,,6,,2,2,43,43110,30,30200,42,42150,2,3,2,2,4,2,1,5,충청북도,서울,2인 여행(가족 외),2022-10-15~2022-10-16,7,2,3,1
a005924,11,여,40,6,1,2,3,3,,1,7,3,4,42,42210,42,42170,11,11710,3,4,3,6,5,3,5,3,서울특별시,경기,자녀 동반 여행,2022-10-02~2022-10-02,7,1,3,2
a005659,11,여,60,6,1,1,2,3,,4,4,2,1,42,42150,27,27140,41,41650,2,2,2,3,2,2,6,4,서울특별시,경기,2인 가족 여행,2022-10-09~2022-10-09,3,2,,1
a002212,28,남,30,7,1,1,1,3,,2,,2,5,11,11170,41,41820,50,50130,3,1,2,2,2,2,1,7,인천광역시,서울,나홀로 여행,2022-09-09~2022-09-10,2,1,6,0
d004175,11,여,20,7,2,1,3,3,,4,9,4,1,26,26140,11,11440,50,50110,4,1,1,6,4,5,2,7,서울특별시,제주,나홀로 여행,2022-10-15~2022-10-16,5,1,7,1
a004680,28,남,30,6,1,1,1,4,,4,,3,5,29,29170,11,11110,28,28110,5,2,2,3,7,2,1,6,인천광역시,서울,나홀로 여행,2022-10-03~2022-10-03,1,2,5,0
a012288,11,남,30,6,1,1,2,2,,3,6,2,1,28,28710,42,42150,41,41820,6,1,1,3,1,7,7,1,서울특별시,경기,2인 여행(가족 외),2022-10-29~2022-10-30,2,5,3,1
a005822,41,여,20,6,1,1,1,2,,5,,2,1,41,41830,11,11680,41,41130,4,5,2,3,1,2,7,2,경기도,경기,나홀로 여행,2022-10-15~2022-10-15,1,7,,0
a002513,41,여,40,4,1,2,4,1,,5,10,3,10,41,41430,41,41830,41,41480,7,7,7,1,1,7,7,7,경기도,경기,3인 이상 여행(가족 외),2022-09-18~2022-09-18,1,3,6,2
a000736,11,여,30,5,1,1,1,3,,4,,3,8,50,50130,42,42820,48,48310,1,4,1,4,3,6,3,5,서울특별시,경기,부모 동반 여행,2022-08-21~2022-08-21,1,3,7,3
a002076,41,남,20,6,3,1,3,3,,2,5,3,3,11,11230,11,11680,11,11590,6,6,3,6,2,5,6,5,경기도,서울,나홀로 여행,2022-09-09~2022-09-09,2,8,1,0
a001774,41,여,30,6,1,1,1,3,,7,,3,5,50,50110,42,42150,41,41820,1,1,3,4,4,2,3,3,경기도,경기,나홀로 여행,2022-09-22~2022-09-23,7,2,6,0
a004528,30,여,50,7,1,2,4,11,,1,7,2,1,50,50130,46,46900,28,28185,4,4,2,2,4,4,2,4,대전광역시,인천,3인 이상 여행(가족 외),2022-10-07~2022-10-08,7,1,3,3
a004417,11,남,20,6,1,1,2,2,,5,9,2,3,41,41570,42,42210,45,45800,2,2,1,4,5,2,1,6,서울특별시,경기,3인 이상 여행(가족 외),2022-10-09~2022-10-10,2,3,6,3
a003064,41,여,30,6,1,1,1,2,,4,,3,3,42,42150,26,26350,43,43800,2,2,1,2,5,5,1,7,경기도,경기,나홀로 여행,2022-10-01~2022-10-02,7,2,8,2
c000877,46,남,20,6,1,1,1,10,,3,,2,3,42,42170,42,42230,50,50130,1,4,6,4,6,1,7,6,전라남도,경기,3인 이상 여행(가족 외),2022-08-19~2022-08-21,2,3,1,2
a005142,41,여,40,6,1,2,4,2,,3,7,2,1,42,42150,41,41460,41,41830,2,4,3,4,3,4,3,3,경기도,경기,자녀 동반 여행,2022-10-03~2022-10-03,1,7,6,3
a006034,41,남,30,6,1,1,1,3,,5,,2,1,42,42150,11,11710,26,26350,4,3,5,3,3,5,3,6,경기도,서울,2인 여행(가족 외),2022-10-23~2022-10-23,3,1,5,1
a009705,28,여,20,6,1,2,2,3,,4,6,2,1,42,42170,42,42720,41,41820,2,4,1,2,4,5,6,6,인천광역시,경기,나홀로 여행,2022-10-31~2022-10-31,8,2,5,0
a002909,41,여,20,6,1,1,1,3,,5,,3,6,26,26350,50,50130,47,47130,2,1,3,3,4,5,6,6,경기도,경기,2인 여행(가족 외),2022-09-23~2022-09-24,9,3,2,1
a003329,41,여,20,5,1,2,3,4,,1,4,4,1,42,42210,41,41820,44,44825,2,1,4,3,2,4,6,5,경기도,경기,자녀 동반 여행,2022-10-09~2022-10-10,2,1,7,2
a007325,41,남,30,4,1,1,2,3,,3,5,3,3,42,42210,41,41820,41,41360,2,1,4,1,1,1,4,3,경기도,서울,나홀로 여행,2022-10-13~2022-10-13,1,7,,0
a006285,41,남,30,4,1,1,1,2,,3,,3,4,11,11680,50,50130,42,42150,6,2,4,1,2,4,6,1,경기도,경기,2인 여행(가족 외),2022-10-08~2022-10-08,7,2,3,1
a003430,43,남,30,5,1,1,1,7,,6,,3,3,46,46130,44,44825,28,28237,3,1,1,2,2,4,7,3,충청북도,경기,2인 여행(가족 외),2022-10-21~2022-10-22,9,2,1,1
a006644,41,여,40,7,1,2,4,2,,4,7,2,1,42,42150,41,41430,11,11440,3,4,3,3,2,2,6,5,경기도,경기,나홀로 여행,2022-10-10~2022-10-10,1,2,7,0
a003907,44,남,60,4,1,2,3,9,,3,6,3,2,44,44810,41,41370,43,43800,1,4,4,5,5,6,5,5,충청남도,경기,나홀로 여행,2022-10-01~2022-10-01,3,6,2,2
b015090,27,남,20,6,1,1,1,13,,2,,2,2,11,11680,26,26350,50,50110,4,1,3,5,1,3,2,6,대구광역시,부산,나홀로 여행,2022-11-04~2022-11-04,1,2,5,0
a001756,28,여,30,4,1,2,5,,3,3,12,3,1,50,50130,42,42210,26,26350,4,2,3,2,4,4,6,2,인천광역시,경기,자녀 동반 여행,2022-09-09~2022-09-10,8,7,,6
a007182,41,남,30,6,1,2,4,2,,6,11,2,4,42,42150,43,43800,41,41460,2,2,4,4,2,4,5,4,경기도,경기,3인 이상 여행(가족 외),2022-10-15~2022-10-15,3,2,1,3
a008109,11,여,30,6,1,1,4,3,,5,9,3,4,50,50130,26,26350,42,42830,7,2,5,2,2,6,6,3,서울특별시,경기,2인 여행(가족 외),2022-10-23~2022-10-23,1,10,3,1
a002447,46,여,20,6,1,1,3,2,,3,3,3,2,42,42210,42,42150,45,45130,2,2,2,2,3,3,2,6,전라남도,경기,나홀로 여행,2022-09-23~2022-09-24,7,1,4,0
a002027,41,여,30,5,1,2,2,2,,2,6,2,3,42,42210,44,44825,41,41820,1,1,4,2,5,3,2,7,경기도,경기,3인 이상 여행(가족 외),2022-09-23~2022-09-24,3,5,1,2
a018126,11,여,20,6,5,1,1,12,,2,,3,3,50,50130,11,11440,26,26320,4,6,7,3,6,6,6,3,서울특별시,경기,나홀로 여행,2022-11-09~2022-11-09,2,1,7,0
a007171,41,남,20,6,4,2,2,3,,4,4,2,2,42,42150,28,28185,11,11560,4,6,1,5,6,3,5,6,경기도,경기,부모 동반 여행,2022-10-15~2022-10-15,3,2,1,3
c007425,41,여,20,7,1,1,1,12,,2,,3,3,26,26500,45,45110,50,50130,4,2,3,5,5,6,3,6,경기도,전남,2인 여행(가족 외),2022-10-29~2022-10-30,2,1,7,1
a004504,41,남,30,6,1,1,1,2,,4,,2,1,42,42210,42,42230,42,42150,4,3,4,1,1,5,7,3,경기도,서울,2인 여행(가족 외),2022-10-01~2022-10-02,3,7,2,1
a002536,11,여,40,5,1,2,2,13,,3,6,2,2,41,41820,42,42830,41,41210,4,4,2,4,4,3,3,6,서울특별시,인천,2인 가족 여행,2022-09-23~2022-09-23,2,1,3,1
b007029,11,여,20,6,1,1,1,3,,3,,2,1,50,50130,26,26500,30,30110,3,2,4,5,3,3,2,5,서울특별시,강원,2인 여행(가족 외),2022-10-08~2022-10-08,1,3,2,1
a002373,27,여,50,6,1,2,5,2,,2,5,3,4,42,42210,48,48310,47,47770,2,6,2,4,4,4,6,3,대구광역시,서울,3인 이상 여행(가족 외),2022-10-02~2022-10-03,1,3,6,2
a005379,11,여,40,6,1,2,4,5,,3,8,2,1,42,42150,42,42210,41,41800,4,2,6,4,4,4,6,3,서울특별시,경기,자녀 동반 여행,2022-10-16~2022-10-16,3,1,8,3
a002883,28,남,30,6,1,1,2,13,,6,7,2,3,41,41630,41,41800,41,41480,3,2,4,5,2,5,6,4,인천광역시,경기,2인 여행(가족 외),2022-10-01~2022-10-03,3,2,1,1
a009387,11,여,40,7,1,2,4,3,,4,7,2,1,41,41360,41,41250,42,42210,2,2,3,5,6,5,5,2,서울특별시,경기,자녀 동반 여행,2022-10-23~2022-10-23,2,3,6,3
a001618,41,여,20,6,1,1,1,2,,5,,3,3,50,50130,29,29110,26,26350,4,1,1,4,5,4,3,7,경기도,서울,나홀로 여행,2022-09-24~2022-09-25,2,1,4,0
a003317,26,여,20,6,1,1,1,2,,4,,3,4,11,11680,48,48220,50,50110,7,1,2,7,6,6,2,3,부산광역시,서울,나홀로 여행,2022-10-01~2022-10-03,2,5,1,0
a014905,41,여,20,6,1,1,4,3,,4,6,2,1,41,41360,11,11680,41,41270,5,5,2,2,3,3,2,7,경기도,경기,나홀로 여행,2022-10-31~2022-10-31,3,7,2,1
a002192,11,여,30,8,5,1,1,3,,4,,2,1,41,41480,42,42830,26,26500,2,2,2,2,2,2,5,7,경기도,경기,나홀로 여행,2022-09-16~2022-09-17,2,5,7,0
a005165,11,남,30,6,1,1,1,2,,7,,3,6,41,41820,43,43150,50,50110,3,2,2,3,4,6,2,6,서울특별시,경기,2인 여행(가족 외),2022-10-03~2022-10-03,9,3,7,1
a008006,41,여,20,6,1,1,3,12,,2,2,3,4,50,50130,47,47130,45,45110,4,3,3,3,2,5,7,5,경기도,서울,3인 이상 여행(가족 외),2022-10-20~2022-10-20,3,2,1,2
a000962,48,남,20,6,1,1,3,,3,1,9,3,2,50,50110,48,48170,48,48270,7,4,3,4,3,7,6,3,경상남도,서울,나홀로 여행,2022-09-02~2022-09-04,2,1,5,0
c005067,41,여,30,6,1,1,3,3,,5,9,3,3,41,41820,42,42150,26,26200,3,4,3,4,4,3,2,6,경기도,대전,3인 이상 여행(가족 외),2022-10-15~2022-10-15,3,2,6,3
a017772,11,여,30,6,1,1,1,3,,5,,3,3,42,42830,26,26350,28,28710,3,3,2,6,2,2,6,4,서울특별시,경기,나홀로 여행,2022-11-11~2022-11-11,1,7,2,0
a004310,41,남,20,6,1,2,2,8,,6,6,3,2,42,42150,28,28110,26,26350,6,1,3,6,5,6,1,7,경기도,서울,나홀로 여행,2022-09-28~2022-09-28,1,7,8,0
a003705,11,여,20,6,1,1,3,3,,3,6,3,2,50,50130,26,26350,41,41820,3,2,2,5,4,4,3,3,서울특별시,경기,나홀로 여행,2022-10-24~2022-10-26,1,2,4,0
a007820,41,여,50,4,1,2,4,11,,1,8,3,3,42,42210,41,41830,11,11215,2,5,1,6,6,7,3,4,경기도,경기,자녀 동반 여행,2022-10-28~2022-10-28,3,1,7,1
d000959,43,남,40,6,1,2,3,3,,6,6,3,2,50,50130,26,26350,41,41460,2,4,3,2,5,5,2,4,충청북도,경기,자녀 동반 여행,2022-09-01~2022-09-04,3,1,7,2
a007191,41,남,20,5,1,1,3,4,,5,7,2,1,50,50130,50,50110,42,42210,7,3,2,3,4,5,4,4,경기도,인천,2인 여행(가족 외),2022-10-11~2022-10-11,2,1,3,1
a002786,26,여,20,5,1,1,3,2,,3,6,3,6,50,50130,46,46150,11,11680,3,2,2,4,6,2,6,6,부산광역시,서울,3인 이상 여행(가족 외),2022-09-30~2022-10-03,2,3,1,3
a006554,11,여,30,5,1,2,2,3,,4,7,3,3,42,42150,50,50110,26,26350,1,1,1,1,1,1,7,7,서울특별시,경기,2인 가족 여행,2022-10-22~2022-10-22,2,3,1,1
a007139,11,남,50,6,1,2,3,2,,7,12,2,2,42,42210,41,41820,43,43800,3,5,3,4,4,2,3,4,서울특별시,경기,2인 가족 여행,2022-10-15~2022-10-15,9,1,8,1
a003130,46,남,30,5,1,1,1,4,,5,,3,4,50,50130,42,42150,11,11680,3,1,5,1,1,4,5,3,광주광역시,서울,2인 여행(가족 외),2022-09-24~2022-09-26,6,2,1,1
a013660,41,남,20,6,1,1,1,2,,5,,3,2,11,11710,26,26530,50,50110,3,6,2,5,4,4,5,6,경기도,서울,나홀로 여행,2022-10-29~2022-10-30,1,7,8,0
a007124,11,남,40,7,2,2,4,3,,8,8,2,1,50,50110,41,41820,41,41190,2,2,2,4,4,2,4,6,서울특별시,경기,나홀로 여행,2022-10-10~2022-10-10,1,6,2,0
a015355,41,남,20,6,1,1,4,13,,1,6,3,2,50,50110,11,11440,26,26350,4,3,2,5,5,3,4,6,경기도,서울,나홀로 여행,2022-10-29~2022-10-29,1,7,2,0
a008024,11,여,50,6,1,2,3,2,,3,10,2,1,50,50130,42,42210,41,41630,2,4,2,3,4,2,2,6,서울특별시,경기,2인 여행(가족 외),2022-10-19~2022-10-19,10,8,1,1
a006707,41,여,40,6,1,2,4,3,,5,9,2,1,42,42210,42,42820,41,41820,2,4,3,4,4,3,4,3,경기도,인천,3인 이상 여행(가족 외),2022-10-16~2022-10-16,7,3,1,3
a004421,41,여,40,5,1,2,5,3,,4,6,3,3,41,41210,11,11560,41,41570,4,7,2,2,2,2,5,2,경기도,경기,2인 여행(가족 외),2022-10-03~2022-10-03,8,6,3,1
a006029,11,남,30,6,1,2,3,3,,4,7,2,1,41,41360,41,41480,28,28260,2,2,7,1,6,6,6,2,서울특별시,경기,자녀 동반 여행,2022-10-08~2022-10-08,3,2,7,2
d004095,11,여,30,6,1,1,1,3,,5,,2,1,42,42150,42,42210,50,50110,1,2,2,3,3,5,5,7,서울특별시,제주,나홀로 여행,2022-10-08~2022-10-10,2,1,7,0
a002183,41,여,30,6,1,1,1,3,,8,,3,3,41,41430,41,41270,41,41290,2,2,2,2,4,4,3,2,서울특별시,경기,나홀로 여행,2022-09-10~2022-09-10,1,2,6,0
a010425,41,남,30,6,1,2,5,2,,7,7,2,1,41,41820,41,41360,42,42170,2,6,2,4,7,4,2,5,경기도,서울,자녀 동반 여행,2022-10-22~2022-10-22,6,3,1,3
a003876,41,남,30,6,1,1,3,3,,4,5,2,1,11,11440,41,41650,11,11110,6,7,1,4,7,3,1,7,경기도,경기,2인 여행(가족 외),2022-10-08~2022-10-08,1,7,3,1
a000807,30,여,20,5,3,1,5,4,,3,10,2,1,50,50110,26,26350,42,42110,2,1,3,2,6,6,1,4,대전광역시,서울,나홀로 여행,2022-08-30~2022-09-01,1,2,5,1
